-0.0626,-0.0622,-0.063,-0.062,-0.0614,-0.0603,-0.0596,-0.059,-0.0587
1.2048,1.2052,1.1944,1.1947,1.1886,1.1885,1.1847,1.1567,0.9946
-0.0332,-0.0315,-0.0325,-0.0318,-0.0318,-0.0311,-0.0309,-0.0304,-0.0304
0.632,0.6302,0.6265,0.627,0.6239,0.6235,0.6201,0.6103,0.5277
-0.0374,-0.0392,-0.0372,-0.0376,-0.0367,-0.0369,-0.0362,-0.0362,-0.0352
0.7445,0.7412,0.7406,0.7345,0.7334,0.7292,0.7289,0.726,0.7182
